day,equity,profit,r
238,212576.53405009024,185576.53405009024,3680.923868612956
239,216174.5930214147,189174.5930214147,3751.5306810018046
240,219841.66930573457,192841.66930573457,3823.4918604282943
241,223579.08678059911,196579.08678059911,3896.833386114691
242,227388.19471793607,200388.19471793607,3971.5817356119824
243,231270.36827116195,204270.36827116195,4047.7638943587212
244,235227.00897163607,208227.00897163607,4125.407365423239
245,239259.54523463745,212259.54523463745,4204.540179432722
246,243369.43287504732,216369.43287504732,4285.190904692749
247,247558.15563292324,220558.15563292324,4367.3886575009465
248,251827.22570915477,224827.22570915477,4451.163112658465
249,256178.184311394,229178.184311394,4536.544514183095
250,260612.60221045802,233612.60221045802,4623.56368622788
251,265132.0803074041,238132.0803074041,4712.25204420916
252,269738.2502114825,242738.25021148252,4802.641606148082
253,274432.7748291755,247432.7748291755,4894.76500422965
254,279217.34896453517,252217.34896453517,4988.65549658351
255,284093.6999310367,257093.69993103668,5084.3469792907035
256,289063.5881751684,262063.58817516838,5181.873998620734
257,294128.807911983,267128.807911983,5281.271763503368
258,299291.18777284015,272291.18777284015,5382.57615823966
259,304552.5914655737,277552.5914655737,5485.823755456803
260,309914.91844732244,282914.91844732244,5591.051829311474
261,315380.1046102665,288380.1046102665,5698.298368946449
262,320950.122980518,293950.122980518,5807.60209220533
263,326626.984430417,299626.984430417,5919.002459610359
264,332412.7384044914,305412.7384044914,6032.53968860834
265,338309.47365934117,311309.47365934117,6148.254768089828
266,344319.3190177158,317319.3190177158,6266.189473186823
267,350444.44413705566,323444.44413705566,6386.386380354316
268,356687.06029277557,329687.06029277557,6508.888882741113
269,363049.4211765734,336049.4211765734,6633.741205855511
270,369533.8237100513,342533.8237100513,6760.988423531468
271,376142.6088739441,349142.6088739441,6890.676474201026
272,382878.1625532534,355878.1625532534,7022.8521774788815
273,389742.9163985931,362742.9163985931,7157.5632510650685
274,396739.34870405705,369739.34870405705,7294.858327971862
275,403869.9853019258,376869.9853019258,7434.786974081141
276,411137.4004745355,384137.4004745355,7577.399706038516
277,418544.21788363793,391544.21788363793,7722.74800949071
278,426093.11151758773,399093.11151758773,7870.884357672759
279,433786.8066566978,406786.8066566978,8021.862230351755
280,441628.08085711265,414628.08085711265,8175.736133133956
281,449619.7649535536,422619.7649535536,8332.561617142253
282,457764.74408129905,430764.74408129905,8492.395299071073
283,466065.9587177676,439065.9587177676,8655.294881625981
284,474526.40574408113,447526.40574408113,8821.319174355353
285,483149.1395269903,456149.1395269903,8990.528114881623
286,491937.27302155347,464937.27302155347,9162.982790539805
287,500893.9788949669,473893.9788949669,9338.74546043107
288,510022.49067195214,483022.49067195214,9517.879577899337
289,519326.10390211415,492326.10390211415,9700.449813439043
290,528808.177349691,501808.17734969105,9886.522078042282
291,538472.134206126,511472.134206126,10076.163546993821
292,548321.463325898,521321.46332589805,10269.44268412252
293,558359.7204860585,531359.7204860585,10466.42926651796
294,568590.5296699274,541590.5296699274,10667.19440972117
295,579017.5843754142,552017.5843754142,10871.810593398548
296,589644.6489484335,562644.6489484335,11080.351687508284
297,600475.5599418989,573475.5599418989,11292.89297896867
298,611514.2275007844,584514.2275007844,11509.511198837978
299,622764.636773754,595764.636773754,11730.28455001569
300,634230.8493518687,607230.8493518687,11955.292735475081
301,645917.0047348909,618917.0047348909,12184.616987037374
302,657827.3218257147,630827.3218257147,12418.340094697818
303,669966.1004534625,642966.1004534625,12656.546436514293
304,682337.7229257971,655337.7229257971,12899.322009069248
305,694946.6556110102,667946.6556110102,13146.754458515941
306,707797.4505504577,680797.4505504577,13398.933112220204
307,720894.7471019255,693894.7471019255,13655.949011009154
308,734243.2736145171,707243.2736145171,13917.89494203851
309,747847.8491356682,720847.8491356682,14184.865472290341
310,761713.385150907,734713.385150907,14456.956982713366
311,775844.8873569835,748844.8873569835,14734.26770301814
312,790247.4574690129,763247.4574690129,15016.89774713967
313,804926.2950622822,777926.2950622822,15304.949149380258
314,819886.699449386,792886.699449386,15598.525901245644
315,835134.0715933697,808134.0715933697,15897.73398898772
316,850673.9160575698,823673.9160575698,16202.681431867393
317,866511.8429928559,839511.8429928559,16513.478321151397
318,882653.5701629916,855653.5701629916,16830.23685985712
319,899104.9250088454,872104.9250088454,17153.071403259833
320,915871.8467521969,888871.8467521969,17482.098500176908
321,932960.3885398981,905960.3885398981,17817.436935043937
322,950376.7196291634,923376.7196291634,18159.207770797962
323,968127.1276147773,941127.1276147773,18507.534392583268
324,986218.0206990244,959218.0206990244,18862.542552295545
325,1004655.9300051603,977655.9300051603,19224.36041398049
326,1023447.5119352592,996447.5119352592,19593.118600103204
327,1042599.5505732901,1015599.5505732901,19968.950238705183
328,1062118.960134287,1035118.9601342869,20351.9910114658
329,1082012.7874604992,1055012.7874604992,20742.379202685737
330,1102288.2145654233,1075288.2145654233,21140.255749209984
331,1122952.561226633,1095952.561226633,21545.764291308467
332,1144013.2876283438,1117013.2876283438,21959.051224532657
333,1165477.9970546693,1138477.9970546693,22380.265752566876
334,1187354.4386345362,1160354.4386345362,22809.559941093386
335,1209650.5101392532,1182650.5101392532,23247.088772690724
336,1232374.2608337426,1205374.2608337426,23693.010202785066
337,1255533.8943824626,1228533.8943824626,24147.48521667485
338,1279137.7718110716,1252137.7718110716,24610.677887649254
339,1303115.0445383443,1276115.0445383443,25000
340,1327092.317265617,1300092.317265617,25000
341,1351069.5899928897,1324069.5899928897,25000
342,1375046.8627201624,1348046.8627201624,25000
343,1399024.135447435,1372024.135447435,25000
344,1423001.4081747078,1396001.4081747078,25000
345,1446978.6809019805,1419978.6809019805,25000
346,1470955.9536292532,1443955.9536292532,25000
347,1494933.226356526,1467933.226356526,25000
348,1518910.4990837986,1491910.4990837986,25000
349,1542887.7718110713,1515887.7718110713,25000
350,1566865.044538344,1539865.044538344,25000
351,1590842.3172656167,1563842.3172656167,25000
352,1614819.5899928894,1587819.5899928894,25000
353,1638796.8627201621,1611796.8627201621,25000
354,1662774.1354474348,1635774.1354474348,25000
355,1686751.4081747076,1659751.4081747076,25000
356,1710728.6809019803,1683728.6809019803,25000
357,1734705.953629253,1707705.953629253,25000
358,1758683.2263565257,1731683.2263565257,25000
359,1782660.4990837984,1755660.4990837984,25000
360,1806637.771811071,1779637.771811071,25000
361,1830615.0445383438,1803615.0445383438,25000
362,1854592.3172656165,1827592.3172656165,25000
363,1878569.5899928892,1851569.5899928892,25000
364,1902546.862720162,1875546.862720162,25000
365,1926524.1354474346,1899524.1354474346,25000
366,1950501.4081747073,1923501.4081747073,25000
367,1974478.68090198,1947478.68090198,25000
368,1998455.9536292527,1971455.9536292527,25000
369,2022433.2263565254,1995433.2263565254,25000
370,2046410.4990837981,2019410.4990837981,25000
371,2070387.7718110709,2043387.7718110709,25000
372,2094365.0445383436,2067365.0445383436,25000
373,2118342.3172656163,2091342.3172656163,25000
374,2142319.589992889,2115319.589992889,25000
375,2166296.862720162,2139296.862720162,25000
376,2190274.135447435,2163274.135447435,25000
377,2214251.408174708,2187251.408174708,25000
378,2238228.680901981,2211228.680901981,25000
379,2262205.953629254,2235205.953629254,25000
380,2286183.226356527,2259183.226356527,25000
381,2310160.4990838,2283160.4990838,25000
382,2334137.7718110727,2307137.7718110727,25000
383,2358115.0445383457,2331115.0445383457,25000
384,2382092.3172656186,2355092.3172656186,25000
385,2406069.5899928915,2379069.5899928915,25000
386,2430046.8627201645,2403046.8627201645,25000
387,2454024.1354474374,2427024.1354474374,25000
388,2478001.4081747103,2451001.4081747103,25000
389,2501978.6809019833,2474978.6809019833,25000
390,2525955.953629256,2498955.953629256,25000
391,2549933.226356529,2522933.226356529,25000
392,2573910.499083802,2546910.499083802,25000
393,2597887.771811075,2570887.771811075,25000
394,2621865.044538348,2594865.044538348,25000
395,2645842.317265621,2618842.317265621,25000
396,2669819.589992894,2642819.589992894,25000
397,2693796.862720167,2666796.862720167,25000
398,2717774.1354474397,2690774.1354474397,25000
399,2741751.4081747127,2714751.4081747127,25000
400,2765728.6809019856,2738728.6809019856,25000
401,2789705.9536292586,2762705.9536292586,25000
402,2813683.2263565315,2786683.2263565315,25000
403,2837660.4990838044,2810660.4990838044,25000
404,2861637.7718110774,2834637.7718110774,25000
405,2885615.0445383503,2858615.0445383503,25000
406,2909592.3172656232,2882592.3172656232,25000
407,2933569.589992896,2906569.589992896,25000
408,2957546.862720169,2930546.862720169,25000
409,2981524.135447442,2954524.135447442,25000
410,3005501.408174715,2978501.408174715,25000
411,3029478.680901988,3002478.680901988,25000
412,3053455.953629261,3026455.953629261,25000
413,3077433.226356534,3050433.226356534,25000
414,3101410.4990838068,3074410.4990838068,25000
415,3125387.7718110797,3098387.7718110797,25000
416,3149365.0445383526,3122365.0445383526,25000
417,3173342.3172656256,3146342.3172656256,25000
418,3197319.5899928985,3170319.5899928985,25000
419,3221296.8627201715,3194296.8627201715,25000
420,3245274.1354474444,3218274.1354474444,25000
421,3269251.4081747173,3242251.4081747173,25000
422,3293228.6809019903,3266228.6809019903,25000
423,3317205.953629263,3290205.953629263,25000
424,3341183.226356536,3314183.226356536,25000
425,3365160.499083809,3338160.499083809,25000
426,3389137.771811082,3362137.771811082,25000
427,3413115.044538355,3386115.044538355,25000
428,3437092.317265628,3410092.317265628,25000
429,3461069.589992901,3434069.589992901,25000
430,3485046.862720174,3458046.862720174,25000
431,3509024.1354474467,3482024.1354474467,25000
432,3533001.4081747197,3506001.4081747197,25000
433,3556978.6809019926,3529978.6809019926,25000
434,3580955.9536292655,3553955.9536292655,25000
435,3604933.2263565385,3577933.2263565385,25000
436,3628910.4990838114,3601910.4990838114,25000
437,3652887.7718110844,3625887.7718110844,25000
438,3676865.0445383573,3649865.0445383573,25000
439,3700842.3172656302,3673842.3172656302,25000
440,3724819.589992903,3697819.589992903,25000
441,3748796.862720176,3721796.862720176,25000
442,3772774.135447449,3745774.135447449,25000
443,3796751.408174722,3769751.408174722,25000
444,3820728.680901995,3793728.680901995,25000
445,3844705.953629268,3817705.953629268,25000
446,3868683.226356541,3841683.226356541,25000
447,3892660.4990838137,3865660.4990838137,25000
448,3916637.7718110867,3889637.7718110867,25000
449,3940615.0445383596,3913615.0445383596,25000
450,3964592.3172656326,3937592.3172656326,25000
451,3988569.5899929055,3961569.5899929055,25000
452,4012546.8627201784,3985546.8627201784,25000
453,4036524.1354474514,4009524.1354474514,25000
454,4060501.4081747243,4033501.4081747243,25000
455,4084478.6809019973,4057478.6809019973,25000
456,4108455.95362927,4081455.95362927,25000
457,4132433.226356543,4105433.226356543,25000
458,4156410.499083816,4129410.499083816,25000
459,4180387.771811089,4153387.771811089,25000
460,4204365.044538362,4177365.044538362,25000
461,4228342.317265634,4201342.317265634,25000
462,4252319.589992907,4225319.589992907,25000
463,4276296.862720179,4249296.862720179,25000
464,4300274.135447452,4273274.135447452,25000
465,4324251.408174724,4297251.408174724,25000
466,4348228.680901997,4321228.680901997,25000
467,4372205.953629269,4345205.953629269,25000
468,4396183.226356542,4369183.226356542,25000
469,4420160.499083814,4393160.499083814,25000
470,4444137.771811087,4417137.771811087,25000
471,4468115.044538359,4441115.044538359,25000
472,4492092.317265632,4465092.317265632,25000
473,4516069.589992904,4489069.589992904,25000
474,4540046.862720177,4513046.862720177,25000
475,4564024.135447449,4537024.135447449,25000
476,4588001.4081747215,4561001.4081747215,25000
477,4611978.680901994,4584978.680901994,25000
478,4635955.9536292665,4608955.9536292665,25000
479,4659933.226356539,4632933.226356539,25000
480,4683910.499083811,4656910.499083811,25000
481,4707887.771811084,4680887.771811084,25000
482,4731865.044538356,4704865.044538356,25000
483,4755842.317265629,4728842.317265629,25000
484,4779819.589992901,4752819.589992901,25000
485,4803796.862720174,4776796.862720174,25000
486,4827774.135447446,4800774.135447446,25000
487,4851751.408174719,4824751.408174719,25000
488,4875728.680901991,4848728.680901991,25000
489,4899705.953629264,4872705.953629264,25000
490,4923683.226356536,4896683.226356536,25000
491,4947660.499083809,4920660.499083809,25000
492,4971637.771811081,4944637.771811081,25000
493,4995615.044538354,4968615.044538354,25000
494,5019592.317265626,4992592.317265626,25000
495,5043569.5899928985,5016569.5899928985,25000
496,5067546.862720171,5040546.862720171,25000
497,5091524.135447443,5064524.135447443,25000
498,5115501.408174716,5088501.408174716,25000
499,5139478.680901988,5112478.680901988,25000
500,5163455.953629261,5136455.953629261,25000
501,5187433.226356533,5160433.226356533,25000
502,5211410.499083806,5184410.499083806,25000
503,5235387.771811078,5208387.771811078,25000
504,5259365.044538351,5232365.044538351,25000
505,5283342.317265623,5256342.317265623,25000
506,5307319.589992896,5280319.589992896,25000
507,5331296.862720168,5304296.862720168,25000
508,5355274.135447441,5328274.135447441,25000
509,5379251.408174713,5352251.408174713,25000
510,5403228.680901986,5376228.680901986,25000
511,5427205.953629258,5400205.953629258,25000
512,5451183.226356531,5424183.226356531,25000
513,5475160.499083803,5448160.499083803,25000
514,5499137.7718110755,5472137.7718110755,25000
515,5523115.044538348,5496115.044538348,25000
516,5547092.31726562,5520092.31726562,25000
517,5571069.589992893,5544069.589992893,25000
518,5595046.862720165,5568046.862720165,25000
519,5619024.135447438,5592024.135447438,25000
520,5643001.40817471,5616001.40817471,25000
521,5666978.680901983,5639978.680901983,25000
522,5690955.953629255,5663955.953629255,25000
523,5714933.226356528,5687933.226356528,25000
524,5738910.4990838,5711910.4990838,25000
525,5762887.771811073,5735887.771811073,25000
526,5786865.044538345,5759865.044538345,25000
527,5810842.317265618,5783842.317265618,25000
528,5834819.58999289,5807819.58999289,25000
529,5858796.862720163,5831796.862720163,25000
530,5882774.135447435,5855774.135447435,25000
531,5906751.408174708,5879751.408174708,25000
532,5930728.68090198,5903728.68090198,25000
533,5954705.9536292525,5927705.9536292525,25000
534,5978683.226356525,5951683.226356525,25000
535,6002660.499083797,5975660.499083797,25000
536,6026637.77181107,5999637.77181107,25000
537,6050615.044538342,6023615.044538342,25000
538,6074592.317265615,6047592.317265615,25000
539,6098569.589992887,6071569.589992887,25000
540,6122546.86272016,6095546.86272016,25000
541,6146524.135447432,6119524.135447432,25000
542,6170501.408174705,6143501.408174705,25000
543,6194478.680901977,6167478.680901977,25000
544,6218455.95362925,6191455.95362925,25000
545,6242433.226356522,6215433.226356522,25000
546,6266410.499083795,6239410.499083795,25000
547,6290387.771811067,6263387.771811067,25000
548,6314365.04453834,6287365.04453834,25000
549,6338342.317265612,6311342.317265612,25000
550,6362319.589992885,6335319.589992885,25000
551,6386296.862720157,6359296.862720157,25000
552,6410274.1354474295,6383274.1354474295,25000
553,6434251.408174702,6407251.408174702,25000
554,6458228.680901974,6431228.680901974,25000
555,6482205.953629247,6455205.953629247,25000
556,6506183.226356519,6479183.226356519,25000
557,6530160.499083792,6503160.499083792,25000
558,6554137.771811064,6527137.771811064,25000
559,6578115.044538337,6551115.044538337,25000
560,6602092.317265609,6575092.317265609,25000
561,6626069.589992882,6599069.589992882,25000
562,6650046.862720154,6623046.862720154,25000
563,6674024.135447427,6647024.135447427,25000
564,6698001.408174699,6671001.408174699,25000
565,6721978.680901972,6694978.680901972,25000
566,6745955.953629244,6718955.953629244,25000
567,6769933.226356517,6742933.226356517,25000
568,6793910.499083789,6766910.499083789,25000
569,6817887.771811062,6790887.771811062,25000
570,6841865.044538334,6814865.044538334,25000
571,6865842.3172656065,6838842.3172656065,25000
572,6889819.589992879,6862819.589992879,25000
573,6913796.862720151,6886796.862720151,25000
